Symbol,Name,Sector,Industry,Unlevered Data,Industry Cost of Capital,Industry Growth,Industry Reinvestment rate
IT,Gartner,Computer Services,IT Consulting & Other Services,0.858697507,0.074175635,0.109264737,0.237955886
ITW,Illinois Tool Works,Machinery,Industrial Machinery & Supplies & Components,0.937609554,0.079092309,0.047126,0.667680649
IVZ,Invesco,Investments & Asset Management,Asset Management & Custody Banks,0.39129393,0.052337685,0.046036863,0.546696832
J,Jacobs Solutions,Engineering/Construction,Construction & Engineering,0.844677065,0.073677464,0.080567097,1.261917575
JBHT,J.B. Hunt,Transportation,Cargo Ground Transportation,1.046594408,0.082476186,0.153649333,0.93436053
JBL,Jabil,Electronics (General),Electronic Manufacturing Services,0.877205174,0.075361085,0.158239651,0.704316411
JCI,Johnson Controls,Building Materials,Building Products,1.209047187,0.090005823,0.064077647,-0.007616654
JKHY,Jack Henry & Associates,Financial Svcs. (Non-bank & Insurance),Transaction & Payment Processing Services,0.321978751,0.049871016,0.205013107,0.216758964
JNJ,Johnson & Johnson,Drugs (Pharmaceutical),Pharmaceuticals,0.943997687,0.080456031,0.415376667,0.853926318
JNPR,Juniper Networks,Telecom. Equipment,Communications Equipment,1.045647985,0.083343683,0.09616449,0.366693841
JPM,JPMorgan Chase,Bank (Money Center),Diversified Banks,0.644005118,0.05081182,0.072753846,55.72877631
K,Kellanova,Food Processing,Packaged Foods & Meats,0.495879272,0.059473284,0.072433478,0.411926315
KDP,Keurig Dr Pepper,Beverage (Soft),Soft Drinks & Non-alcoholic Beverages,0.701833347,0.068716876,0.285790769,0.256764556
KEY,KeyCorp,Banks (Regional),Regional Banks,0.333366607,0.046771373,0.092156242,NA
KEYS,Keysight Technologies,Electrical Equipment,Electronic Equipment & Instruments,1.145843472,0.086066369,0.149078298,2.146399754
KHC,Kraft Heinz,Food Processing,Packaged Foods & Meats,0.495879272,0.059473284,0.072433478,0.411926315
KIM,Kimco Realty,Retail (REITs),Retail REITs,0.786674702,0.069402205,0.041101852,-0.818036433
KKR,KKR,Investments & Asset Management,Asset Management & Custody Banks,0.39129393,0.052337685,0.046036863,0.546696832
KLAC,KLA Corporation,Semiconductor Equip,Semiconductor Materials & Equipment,1.507765079,0.103967314,0.0992575,0.138811691
KMB,Kimberly-Clark,Household Products,Household Products,0.772920134,0.072278278,0.022456341,-0.00097514
KMI,Kinder Morgan,Oil/Gas Distribution,Oil & Gas Storage & Transportation,0.529121571,0.059897566,0.274515333,0.40284568
KMX,CarMax,Retail (Automotive),Automotive Retail,1.058764305,0.082204588,0.174986364,0.713461168
KO,Coca-Cola Company (The),Beverage (Soft),Soft Drinks & Non-alcoholic Beverages,0.701833347,0.068716876,0.285790769,0.256764556
KR,Kroger,Retail (Grocery and Food),Food Retail,0.364761149,0.053133992,0.0659125,1.14282231
KVUE,Kenvue,Household Products,Personal Care Products,0.772920134,0.072278278,0.022456341,-0.00097514
L,Loews Corporation,Insurance (General),Multi-line Insurance,0.894617816,0.076402666,0.077637273,0.378968752
LDOS,Leidos,Business & Consumer Services,Diversified Support Services,0.929642657,0.078564957,0.06692427,0.25446821
LEN,Lennar,Homebuilding,Homebuilding,1.353591593,0.092820337,0.110407826,-0.049962201
LH,LabCorp,Healthcare Support Services,Health Care Services,0.940306249,0.076102789,0.124218772,0.627537205
LHX,L3Harris,Aerospace/Defense,Aerospace & Defense,0.930853541,0.07813356,0.075882564,0.39247743
LIN,Linde plc,Chemical (Specialty),Industrial Gases,0.938135743,0.078101735,0.07331875,1.034849679
LKQ,LKQ Corporation,Retail (Distributors),Distributors,0.909325554,0.077098414,0.058054595,1.037503624
LLY,Lilly (Eli),Drugs (Pharmaceutical),Pharmaceuticals,0.943997687,0.080456031,0.415376667,0.853926318
LMT,Lockheed Martin,Aerospace/Defense,Aerospace & Defense,0.930853541,0.07813356,0.075882564,0.39247743
LNT,Alliant Energy,Utility (General),Electric Utilities,0.356795193,0.05094222,0.043405,1.505256971
LOW,Lowe's,Retail (Building Supply),Home Improvement Retail,1.70415318,0.113035222,0.089053846,0.023337338
LRCX,Lam Research,Semiconductor Equip,Semiconductor Materials & Equipment,1.507765079,0.103967314,0.0992575,0.138811691
LULU,Lululemon Athletica,Apparel,"Apparel, Accessories & Luxury Goods",0.92957565,0.075526311,0.057186,-0.072858763
LUV,Southwest Airlines,Air Transport,Passenger Airlines,0.640188047,0.060621961,0.029028333,1.185896729
LVS,Las Vegas Sands,Hotel/Gaming,Casinos & Gaming,1.048189773,0.080151501,0.1024465,0.218100726
LW,Lamb Weston,Food Processing,Packaged Foods & Meats,0.495879272,0.059473284,0.072433478,0.411926315
LYB,LyondellBasell,Chemical (Specialty),Specialty Chemicals,0.938135743,0.078101735,0.07331875,1.034849679
LYV,Live Nation Entertainment,Entertainment,Movies & Entertainment,0.865719193,0.074634883,0.154691379,-0.206506132
MA,Mastercard,Financial Svcs. (Non-bank & Insurance),Transaction & Payment Processing Services,0.321978751,0.049871016,0.205013107,0.216758964
MAA,Mid-America Apartment Communities,R.E.I.T.,Multi-Family Residential REITs,0.660063542,0.06308888,0.083597195,-0.665138315
MAR,Marriott International,Hotel/Gaming,"Hotels, Resorts & Cruise Lines",1.048189773,0.080151501,0.1024465,0.218100726
MAS,Masco,Building Materials,Building Products,1.209047187,0.090005823,0.064077647,-0.007616654
MCD,McDonald's,Restaurant/Dining,Restaurants,1.024327695,0.082371442,0.06796,0.345110832
MCHP,Microchip Technology,Semiconductor,Semiconductors,1.460244594,0.103622461,0.064411628,0.498632245
MCK,McKesson Corporation,Healthcare Support Services,Health Care Distributors,0.940306249,0.076102789,0.124218772,0.627537205
MCO,Moody's Corporation,Financial Svcs. (Non-bank & Insurance),Financial Exchanges & Data,0.321978751,0.049871016,0.205013107,0.216758964
MDLZ,Mondelez International,Food Processing,Packaged Foods & Meats,0.495879272,0.059473284,0.072433478,0.411926315
MDT,Medtronic,Heathcare Information and Technology,Health Care Equipment,1.187533948,0.089506087,0.196667069,0.313394555
MET,MetLife,Insurance (Life),Life & Health Insurance,0.539831119,0.056806764,-0.000625,NA
META,Meta Platforms,Software (Internet),Interactive Media & Services,1.511756338,0.10592036,0.222445455,NA
MGM,MGM Resorts,Hotel/Gaming,Casinos & Gaming,1.048189773,0.080151501,0.1024465,0.218100726
MHK,Mohawk Industries,Furn/Home Furnishings,Home Furnishings,0.861187485,0.073102868,0.031330476,0.973145512
MKC,McCormick & Company,Food Processing,Packaged Foods & Meats,0.495879272,0.059473284,0.072433478,0.411926315
MKTX,MarketAxess,Financial Svcs. (Non-bank & Insurance),Financial Exchanges & Data,0.321978751,0.049871016,0.205013107,0.216758964
MLM,Martin Marietta Materials,Building Materials,Construction Materials,1.209047187,0.090005823,0.064077647,-0.007616654
MMC,Marsh McLennan,Insurance (General),Insurance Brokers,0.894617816,0.076402666,0.077637273,0.378968752
MMM,3M,Diversified,Industrial Conglomerates,1.092348615,0.085144265,0.069406364,0.250804206
MNST,Monster Beverage,Beverage (Soft),Soft Drinks & Non-alcoholic Beverages,0.701833347,0.068716876,0.285790769,0.256764556
MO,Altria,Tobacco,Tobacco,0.987080225,0.08034181,0.349688889,1.17639869
MOH,Molina Healthcare,Hospitals/Healthcare Facilities,Managed Health Care,0.559996107,0.061017936,0.181068947,0.349197982
MOS,Mosaic Company (The),Chemical (Diversified),Fertilizers & Agricultural Chemicals,0.813460858,0.069280335,-0.00755,-5.556514171
MPC,Marathon Petroleum,Oil/Gas (Production and Exploration),Oil & Gas Refining & Marketing,0.821420497,0.073373141,0.232800588,0.503950489
MPWR,Monolithic Power Systems,Semiconductor,Semiconductors,1.460244594,0.103622461,0.064411628,0.498632245
MRK,Merck & Co.,Drugs (Pharmaceutical),Pharmaceuticals,0.943997687,0.080456031,0.415376667,0.853926318
MRNA,Moderna,Drugs (Biotechnology),Biotechnology,1.08909647,0.083386527,0.189508512,NA
MRO,Marathon Oil,Oil/Gas (Production and Exploration),#N/A,0.821420497,0.073373141,0.232800588,0.503950489
MS,Morgan Stanley,Brokerage & Investment Banking,Investment Banking & Brokerage,0.550778221,0.054148675,0.127874737,56.43365589
MSCI,MSCI,Financial Svcs. (Non-bank & Insurance),Financial Exchanges & Data,0.321978751,0.049871016,0.205013107,0.216758964
MSFT,Microsoft,Software (System & Application),Systems Software,1.272458994,0.094923923,0.159033378,0.363802314
MSI,Motorola Solutions,Telecom. Equipment,Communications Equipment,1.045647985,0.083343683,0.09616449,0.366693841
MTB,M&T Bank,Banks (Regional),Regional Banks,0.333366607,0.046771373,0.092156242,NA
MTCH,Match Group,Software (Internet),Interactive Media & Services,1.511756338,0.10592036,0.222445455,NA
MTD,Mettler Toledo,Heathcare Information and Technology,Life Sciences Tools & Services,1.187533948,0.089506087,0.196667069,0.313394555
MU,Micron Technology,Semiconductor,Semiconductors,1.460244594,0.103622461,0.064411628,0.498632245
NCLH,Norwegian Cruise Line Holdings,Hotel/Gaming,"Hotels, Resorts & Cruise Lines",1.048189773,0.080151501,0.1024465,0.218100726
NDAQ,"Nasdaq, Inc.",Financial Svcs. (Non-bank & Insurance),Financial Exchanges & Data,0.321978751,0.049871016,0.205013107,0.216758964
NDSN,Nordson Corporation,Machinery,Industrial Machinery & Supplies & Components,0.937609554,0.079092309,0.047126,0.667680649
NEE,NextEra Energy,Utility (General),Multi-Utilities,0.356795193,0.05094222,0.043405,1.505256971
NEM,Newmont,Precious Metals,Gold,0.830083915,0.07367314,0.116358,1.462623174
NFLX,Netflix,Entertainment,Movies & Entertainment,0.865719193,0.074634883,0.154691379,-0.206506132
NI,NiSource,Utility (General),Multi-Utilities,0.356795193,0.05094222,0.043405,1.505256971
NKE,"Nike, Inc.",Apparel,"Apparel, Accessories & Luxury Goods",0.92957565,0.075526311,0.057186,-0.072858763
NOC,Northrop Grumman,Aerospace/Defense,Aerospace & Defense,0.930853541,0.07813356,0.075882564,0.39247743
NOW,ServiceNow,Software (System & Application),Systems Software,1.272458994,0.094923923,0.159033378,0.363802314
NRG,NRG Energy,Power,Independent Power Producers & Energy Traders,0.388506193,0.051896442,0.05328,1.734275577
NSC,Norfolk Southern Railway,Transportation (Railroads),Rail Transportation,0.855997806,0.074640136,0.0249,0.221784431
NTAP,NetApp,Computers/Peripherals,"Technology Hardware, Storage & Peripherals",1.100354381,0.087884328,0.023118148,0.092441187
NTRS,Northern Trust,Investments & Asset Management,Asset Management & Custody Banks,0.39129393,0.052337685,0.046036863,0.546696832
NUE,Nucor,Steel,Steel,1.07747112,0.081800794,0.0787332,0.156987834
NVDA,Nvidia,Semiconductor,Semiconductors,1.460244594,0.103622461,0.064411628,0.498632245
NVR,"NVR, Inc.",Homebuilding,Homebuilding,1.353591593,0.092820337,0.110407826,-0.049962201
NWS,News Corp (Class B),Publishing & Newspapers,Publishing,0.822983462,0.072011625,0.014301538,-0.133095445
NWSA,News Corp (Class A),Publishing & Newspapers,Publishing,0.822983462,0.072011625,0.014301538,-0.133095445
NXPI,NXP Semiconductors,Semiconductor,Semiconductors,1.460244594,0.103622461,0.064411628,0.498632245
O,Realty Income,Retail (REITs),Retail REITs,0.786674702,0.069402205,0.041101852,-0.818036433
ODFL,Old Dominion,Transportation,Cargo Ground Transportation,1.046594408,0.082476186,0.153649333,0.93436053
OKE,ONEOK,Oil/Gas Distribution,Oil & Gas Storage & Transportation,0.529121571,0.059897566,0.274515333,0.40284568
OMC,Omnicom Group,Advertising,Advertising,1.180610439,0.086331585,0.115684,-0.00993406
ON,ON Semiconductor,Semiconductor,Semiconductors,1.460244594,0.103622461,0.064411628,0.498632245
ORCL,Oracle Corporation,Software (System & Application),Application Software,1.272458994,0.094923923,0.159033378,0.363802314
ORLY,O'Reilly Auto Parts,Retail (Automotive),Automotive Retail,1.058764305,0.082204588,0.174986364,0.713461168
OTIS,Otis Worldwide,Machinery,Industrial Machinery & Supplies & Components,0.937609554,0.079092309,0.047126,0.667680649
OXY,Occidental Petroleum,Oil/Gas (Production and Exploration),Oil & Gas Exploration & Production,0.821420497,0.073373141,0.232800588,0.503950489
PANW,Palo Alto Networks,Software (System & Application),Systems Software,1.272458994,0.094923923,0.159033378,0.363802314
PARA,Paramount Global,Entertainment,Movies & Entertainment,0.865719193,0.074634883,0.154691379,-0.206506132
PAYC,Paycom,Business & Consumer Services,Human Resource & Employment Services,0.929642657,0.078564957,0.06692427,0.25446821
PAYX,Paychex,Business & Consumer Services,Human Resource & Employment Services,0.929642657,0.078564957,0.06692427,0.25446821
PCAR,Paccar,Machinery,Construction Machinery & Heavy Transportation Equipment,0.937609554,0.079092309,0.047126,0.667680649
PCG,PG&E Corporation,Utility (General),Multi-Utilities,0.356795193,0.05094222,0.043405,1.505256971
PEG,Public Service Enterprise Group,Utility (General),Electric Utilities,0.356795193,0.05094222,0.043405,1.505256971
PEP,PepsiCo,Beverage (Soft),Soft Drinks & Non-alcoholic Beverages,0.701833347,0.068716876,0.285790769,0.256764556
PFE,Pfizer,Drugs (Pharmaceutical),Pharmaceuticals,0.943997687,0.080456031,0.415376667,0.853926318
PFG,Principal Financial Group,Insurance (Life),Life & Health Insurance,0.539831119,0.056806764,-0.000625,NA
PG,Procter & Gamble,Household Products,Personal Care Products,0.772920134,0.072278278,0.022456341,-0.00097514
PGR,Progressive Corporation,Insurance (Prop/Cas.),Property & Casualty Insurance,0.675207617,0.067158648,0.061676591,0.286622938
PH,Parker Hannifin,Machinery,Industrial Machinery & Supplies & Components,0.937609554,0.079092309,0.047126,0.667680649
PHM,PulteGroup,Homebuilding,Homebuilding,1.353591593,0.092820337,0.110407826,-0.049962201
PKG,Packaging Corporation of America,Paper/Forest Products,Paper & Plastic Packaging Products & Materials,1.590292567,0.103524732,0.038425,0.997029401
PLD,Prologis,R.E.I.T.,Industrial REITs,0.660063542,0.06308888,0.083597195,-0.665138315
PLTR,Palantir Technologies,Information Services,Internet Services & Infrastructure,0.772382491,0.070185232,0.04717,-0.263140352
PM,Philip Morris International,Tobacco,Tobacco,0.987080225,0.08034181,0.349688889,1.17639869
PNC,PNC Financial Services,Bank (Money Center),Diversified Banks,0.644005118,0.05081182,0.072753846,55.72877631
PNR,Pentair,Machinery,Industrial Machinery & Supplies & Components,0.937609554,0.079092309,0.047126,0.667680649
PNW,Pinnacle West,Utility (General),Multi-Utilities,0.356795193,0.05094222,0.043405,1.505256971
PODD,Insulet Corporation,Heathcare Information and Technology,Health Care Equipment,1.187533948,0.089506087,0.196667069,0.313394555
POOL,Pool Corporation,Retail (Distributors),Distributors,0.909325554,0.077098414,0.058054595,1.037503624
PPG,PPG Industries,Chemical (Specialty),Specialty Chemicals,0.938135743,0.078101735,0.07331875,1.034849679
PPL,PPL Corporation,Utility (General),Electric Utilities,0.356795193,0.05094222,0.043405,1.505256971
PRU,Prudential Financial,Insurance (Life),Life & Health Insurance,0.539831119,0.056806764,-0.000625,NA
PSA,Public Storage,R.E.I.T.,Self-Storage REITs,0.660063542,0.06308888,0.083597195,-0.665138315
PSX,Phillips 66,Oil/Gas (Production and Exploration),Oil & Gas Refining & Marketing,0.821420497,0.073373141,0.232800588,0.503950489
PTC,PTC Inc.,Software (System & Application),Application Software,1.272458994,0.094923923,0.159033378,0.363802314
PWR,Quanta Services,Engineering/Construction,Construction & Engineering,0.844677065,0.073677464,0.080567097,1.261917575
PYPL,PayPal,Financial Svcs. (Non-bank & Insurance),Transaction & Payment Processing Services,0.321978751,0.049871016,0.205013107,0.216758964
QCOM,Qualcomm,Semiconductor,Semiconductors,1.460244594,0.103622461,0.064411628,0.498632245
QRVO,Qorvo,Semiconductor,#N/A,1.460244594,0.103622461,0.064411628,0.498632245
RCL,Royal Caribbean Group,Hotel/Gaming,"Hotels, Resorts & Cruise Lines",1.048189773,0.080151501,0.1024465,0.218100726
REG,Regency Centers,Retail (REITs),Retail REITs,0.786674702,0.069402205,0.041101852,-0.818036433
REGN,Regeneron Pharmaceuticals,Drugs (Biotechnology),Biotechnology,1.08909647,0.083386527,0.189508512,NA
RF,Regions Financial Corporation,Banks (Regional),Regional Banks,0.333366607,0.046771373,0.092156242,NA
RJF,Raymond James Financial,Brokerage & Investment Banking,Investment Banking & Brokerage,0.550778221,0.054148675,0.127874737,56.43365589
RL,Ralph Lauren Corporation,Apparel,"Apparel, Accessories & Luxury Goods",0.92957565,0.075526311,0.057186,-0.072858763
RMD,ResMed,Heathcare Information and Technology,Health Care Equipment,1.187533948,0.089506087,0.196667069,0.313394555
ROK,Rockwell Automation,Electrical Equipment,Electrical Components & Equipment,1.145843472,0.086066369,0.149078298,2.146399754
ROL,"Rollins, Inc.",Environmental & Waste Services,Environmental & Facilities Services,0.785730195,0.072894741,0.133812308,0.700998244
ROP,Roper Technologies,Electrical Equipment,Electronic Equipment & Instruments,1.145843472,0.086066369,0.149078298,2.146399754
ROST,Ross Stores,Apparel,Apparel Retail,0.92957565,0.075526311,0.057186,-0.072858763
RSG,Republic Services,Environmental & Waste Services,Environmental & Facilities Services,0.785730195,0.072894741,0.133812308,0.700998244
RTX,RTX Corporation,Aerospace/Defense,Aerospace & Defense,0.930853541,0.07813356,0.075882564,0.39247743
RVTY,Revvity,Heathcare Information and Technology,Health Care Equipment,1.187533948,0.089506087,0.196667069,0.313394555
SBAC,SBA Communications,R.E.I.T.,Telecom Tower REITs,0.660063542,0.06308888,0.083597195,-0.665138315
SBUX,Starbucks,Restaurant/Dining,Restaurants,1.024327695,0.082371442,0.06796,0.345110832
SCHW,Charles Schwab Corporation,Brokerage & Investment Banking,Investment Banking & Brokerage,0.550778221,0.054148675,0.127874737,56.43365589
SHW,Sherwin-Williams,Chemical (Specialty),Specialty Chemicals,0.938135743,0.078101735,0.07331875,1.034849679
SJM,J.M. Smucker Company (The),Food Processing,Packaged Foods & Meats,0.495879272,0.059473284,0.072433478,0.411926315
SLB,Schlumberger,Oilfield Svcs/Equip.,Oil & Gas Equipment & Services,0.852901738,0.072739439,0.077372121,0.154856727
SMCI,Supermicro,Computers/Peripherals,"Technology Hardware, Storage & Peripherals",1.100354381,0.087884328,0.023118148,0.092441187
SNA,Snap-on,Machinery,Industrial Machinery & Supplies & Components,0.937609554,0.079092309,0.047126,0.667680649
SNPS,Synopsys,Software (System & Application),Application Software,1.272458994,0.094923923,0.159033378,0.363802314
SO,Southern Company,Utility (General),Electric Utilities,0.356795193,0.05094222,0.043405,1.505256971
SOLV,Solventum,Heathcare Information and Technology,Health Care Technology,1.187533948,0.089506087,0.196667069,0.313394555
SPG,Simon Property Group,Retail (REITs),Retail REITs,0.786674702,0.069402205,0.041101852,-0.818036433
SPGI,S&P Global,Financial Svcs. (Non-bank & Insurance),Financial Exchanges & Data,0.321978751,0.049871016,0.205013107,0.216758964
SRE,Sempra,Utility (General),Multi-Utilities,0.356795193,0.05094222,0.043405,1.505256971
STE,Steris,Heathcare Information and Technology,Health Care Equipment,1.187533948,0.089506087,0.196667069,0.313394555
STLD,Steel Dynamics,Steel,Steel,1.07747112,0.081800794,0.0787332,0.156987834
STT,State Street Corporation,Investments & Asset Management,Asset Management & Custody Banks,0.39129393,0.052337685,0.046036863,0.546696832
STX,Seagate Technology,Computers/Peripherals,"Technology Hardware, Storage & Peripherals",1.100354381,0.087884328,0.023118148,0.092441187
STZ,Constellation Brands,Beverage (Alcoholic),Distillers & Vintners,0.970263352,0.080501131,0.120622222,0.908129686
SW,Smurfit WestRock,Paper/Forest Products,Paper & Plastic Packaging Products & Materials,1.590292567,0.103524732,0.038425,0.997029401
SWK,Stanley Black & Decker,Machinery,Industrial Machinery & Supplies & Components,0.937609554,0.079092309,0.047126,0.667680649
SWKS,Skyworks Solutions,Semiconductor,Semiconductors,1.460244594,0.103622461,0.064411628,0.498632245
SYF,Synchrony Financial,Financial Svcs. (Non-bank & Insurance),Consumer Finance,0.321978751,0.049871016,0.205013107,0.216758964
SYK,Stryker Corporation,Heathcare Information and Technology,Health Care Equipment,1.187533948,0.089506087,0.196667069,0.313394555
SYY,Sysco,Food Wholesalers,Food Distributors,0.735070447,0.069310423,0.18654,0.471945259
T,AT&T,Telecom. Services,Integrated Telecommunication Services,0.414111556,0.055590842,0.131699565,0.201223052
TAP,Molson Coors Beverage Company,Beverage (Alcoholic),Brewers,0.970263352,0.080501131,0.120622222,0.908129686
TDG,TransDigm Group,Aerospace/Defense,Aerospace & Defense,0.930853541,0.07813356,0.075882564,0.39247743
TDY,Teledyne Technologies,Electrical Equipment,Electronic Equipment & Instruments,1.145843472,0.086066369,0.149078298,2.146399754
TECH,Bio-Techne,Heathcare Information and Technology,Life Sciences Tools & Services,1.187533948,0.089506087,0.196667069,0.313394555
TEL,TE Connectivity,Electronics (General),Electronic Manufacturing Services,0.877205174,0.075361085,0.158239651,0.704316411
TER,Teradyne,Semiconductor Equip,Semiconductor Materials & Equipment,1.507765079,0.103967314,0.0992575,0.138811691
TFC,Truist Financial,Bank (Money Center),Diversified Banks,0.644005118,0.05081182,0.072753846,55.72877631
TFX,Teleflex,Heathcare Information and Technology,#N/A,1.187533948,0.089506087,0.196667069,0.313394555
TGT,Target Corporation,Retail (Grocery and Food),Consumer Staples Merchandise Retail,0.364761149,0.053133992,0.0659125,1.14282231
TJX,TJX Companies,Apparel,Apparel Retail,0.92957565,0.075526311,0.057186,-0.072858763
TMO,Thermo Fisher Scientific,Heathcare Information and Technology,Life Sciences Tools & Services,1.187533948,0.089506087,0.196667069,0.313394555
TMUS,T-Mobile US,Telecom (Wireless),Wireless Telecommunication Services,0.747311719,0.069794087,0.092977143,0.551045048
TPR,"Tapestry, Inc.",Apparel,"Apparel, Accessories & Luxury Goods",0.92957565,0.075526311,0.057186,-0.072858763
TRGP,Targa Resources,Oil/Gas Distribution,Oil & Gas Storage & Transportation,0.529121571,0.059897566,0.274515333,0.40284568
TRMB,Trimble Inc.,Electrical Equipment,Electronic Equipment & Instruments,1.145843472,0.086066369,0.149078298,2.146399754
TROW,T. Rowe Price,Investments & Asset Management,Asset Management & Custody Banks,0.39129393,0.052337685,0.046036863,0.546696832
TRV,Travelers Companies (The),Insurance (Prop/Cas.),Property & Casualty Insurance,0.675207617,0.067158648,0.061676591,0.286622938
TSCO,Tractor Supply,Retail (Special Lines),Other Specialty Retail,0.973069218,0.078540155,0.120719677,0.552301562
TSLA,"Tesla, Inc.",Auto & Truck,Automobile Manufacturers,1.304030918,0.092567584,0.219421111,0.814710315
TSN,Tyson Foods,Food Processing,Packaged Foods & Meats,0.495879272,0.059473284,0.072433478,0.411926315
TT,Trane Technologies,Building Materials,Building Products,1.209047187,0.090005823,0.064077647,-0.007616654
TTWO,Take-Two Interactive,Entertainment,Interactive Home Entertainment,0.865719193,0.074634883,0.154691379,-0.206506132
TXN,Texas Instruments,Semiconductor,Semiconductors,1.460244594,0.103622461,0.064411628,0.498632245
TXT,Textron,Aerospace/Defense,Aerospace & Defense,0.930853541,0.07813356,0.075882564,0.39247743
TYL,Tyler Technologies,Software (System & Application),Application Software,1.272458994,0.094923923,0.159033378,0.363802314
UAL,United Airlines Holdings,Air Transport,Passenger Airlines,0.640188047,0.060621961,0.029028333,1.185896729
UBER,Uber,Transportation,Passenger Ground Transportation,1.046594408,0.082476186,0.153649333,0.93436053
UDR,"UDR, Inc.",R.E.I.T.,Multi-Family Residential REITs,0.660063542,0.06308888,0.083597195,-0.665138315
UHS,Universal Health Services,Hospitals/Healthcare Facilities,Health Care Facilities,0.559996107,0.061017936,0.181068947,0.349197982
ULTA,Ulta Beauty,Retail (Special Lines),Other Specialty Retail,0.973069218,0.078540155,0.120719677,0.552301562
UNH,UnitedHealth Group,Hospitals/Healthcare Facilities,Managed Health Care,0.559996107,0.061017936,0.181068947,0.349197982
UNP,Union Pacific Corporation,Transportation (Railroads),Rail Transportation,0.855997806,0.074640136,0.0249,0.221784431
UPS,United Parcel Service,Air Transport,Air Freight & Logistics,0.640188047,0.060621961,0.029028333,1.185896729
URI,United Rentals,Retail (Distributors),Trading Companies & Distributors,0.909325554,0.077098414,0.058054595,1.037503624
USB,U.S. Bancorp,Bank (Money Center),Diversified Banks,0.644005118,0.05081182,0.072753846,55.72877631
V,Visa Inc.,Financial Svcs. (Non-bank & Insurance),Transaction & Payment Processing Services,0.321978751,0.049871016,0.205013107,0.216758964
VICI,Vici Properties,Hotel/Gaming,Hotel & Resort REITs,1.048189773,0.080151501,0.1024465,0.218100726
VLO,Valero Energy,Oil/Gas (Production and Exploration),Oil & Gas Refining & Marketing,0.821420497,0.073373141,0.232800588,0.503950489
VLTO,Veralto,Environmental & Waste Services,Environmental & Facilities Services,0.785730195,0.072894741,0.133812308,0.700998244
VMC,Vulcan Materials Company,Building Materials,Construction Materials,1.209047187,0.090005823,0.064077647,-0.007616654
VRSK,Verisk Analytics,Information Services,Research & Consulting Services,0.772382491,0.070185232,0.04717,-0.263140352
VRSN,Verisign,Information Services,Internet Services & Infrastructure,0.772382491,0.070185232,0.04717,-0.263140352
VRTX,Vertex Pharmaceuticals,Drugs (Biotechnology),Biotechnology,1.08909647,0.083386527,0.189508512,NA
VST,Vistra Corp.,Utility (General),Electric Utilities,0.356795193,0.05094222,0.043405,1.505256971
VTR,Ventas,R.E.I.T.,Health Care REITs,0.660063542,0.06308888,0.083597195,-0.665138315
VTRS,Viatris,Drugs (Pharmaceutical),Pharmaceuticals,0.943997687,0.080456031,0.415376667,0.853926318
VZ,Verizon,Telecom. Services,Integrated Telecommunication Services,0.414111556,0.055590842,0.131699565,0.201223052
WAB,Wabtec,Machinery,Construction Machinery & Heavy Transportation Equipment,0.937609554,0.079092309,0.047126,0.667680649
WAT,Waters Corporation,Heathcare Information and Technology,Life Sciences Tools & Services,1.187533948,0.089506087,0.196667069,0.313394555
WBA,Walgreens Boots Alliance,Retail (Special Lines),Drug Retail,0.973069218,0.078540155,0.120719677,0.552301562
WBD,Warner Bros. Discovery,Broadcasting,Broadcasting,0.499756675,0.056035943,0.054847059,2.11436686
WDC,Western Digital,Computers/Peripherals,"Technology Hardware, Storage & Peripherals",1.100354381,0.087884328,0.023118148,0.092441187
WEC,WEC Energy Group,Utility (General),Electric Utilities,0.356795193,0.05094222,0.043405,1.505256971
WELL,Welltower,R.E.I.T.,Health Care REITs,0.660063542,0.06308888,0.083597195,-0.665138315
WFC,Wells Fargo,Bank (Money Center),Diversified Banks,0.644005118,0.05081182,0.072753846,55.72877631
WM,Waste Management,Environmental & Waste Services,Environmental & Facilities Services,0.785730195,0.072894741,0.133812308,0.700998244
WMB,Williams Companies,Oil/Gas Distribution,Oil & Gas Storage & Transportation,0.529121571,0.059897566,0.274515333,0.40284568
WMT,Walmart,Retail (Grocery and Food),Consumer Staples Merchandise Retail,0.364761149,0.053133992,0.0659125,1.14282231
WRB,W. R. Berkley Corporation,Insurance (Prop/Cas.),Property & Casualty Insurance,0.675207617,0.067158648,0.061676591,0.286622938
WST,West Pharmaceutical Services,Healthcare Products,Health Care Supplies,1.005418072,0.082315379,0.179484,0.495124553
WTW,Willis Towers Watson,Insurance (General),Insurance Brokers,0.894617816,0.076402666,0.077637273,0.378968752
WY,Weyerhaeuser,Paper/Forest Products,Timber REITs,1.590292567,0.103524732,0.038425,0.997029401
WYNN,Wynn Resorts,Hotel/Gaming,Casinos & Gaming,1.048189773,0.080151501,0.1024465,0.218100726
XEL,Xcel Energy,Utility (General),Multi-Utilities,0.356795193,0.05094222,0.043405,1.505256971
XOM,ExxonMobil,Oil/Gas (Integrated),Integrated Oil & Gas,0.644045014,0.066148338,0.0176,-0.016712152
XYL,Xylem Inc.,Machinery,Industrial Machinery & Supplies & Components,0.937609554,0.079092309,0.047126,0.667680649
YUM,Yum! Brands,Restaurant/Dining,Restaurants,1.024327695,0.082371442,0.06796,0.345110832
ZBH,Zimmer Biomet,Heathcare Information and Technology,Health Care Equipment,1.187533948,0.089506087,0.196667069,0.313394555
